3459;Light;14/09/2016;12;V
3460;Clear;14/09/2017;15;V
3462;Pink is the new White;20/09/2018;15;V
3465;Pink is the new Blue;27/09/2019;24;V
3465;Pink is the new Green;27/09/2020;24;V
3474;Pink is the new Pink;14/10/2018;24;V
3474;Pink is the new Yellow;03/10/2019;24;V
3481;Pink is the new Red;12/10/2020;24;V
3489;Yellow County;14/09/2016;24;V
3493;Red County;31/08/2017;10;V
3496;Blue County;09/09/2018;10;V
3496;Golden County;18/09/2019;10;V
3496;Green County;07/09/2020;10;V
3502;Yellow Lotus;14/03/2019;10;V
3502;Red Lotus;18/03/2020;10;V
3509;Blue Lotus;14/06/2015;10;V
3514;Golden Lotus;05/06/2016;10;V
3514;Green Lotus;29/05/2017;10;V
3518;Enemies;16/05/2018;10;V
3524;The Walking Trees;24/05/2019;8;V
3524;The Walking Dread;23/05/2020;8;V
3527;The Walking Flumes;14/08/2016;50;V
3531;The Walking Goodies;26/08/2017;34;V
3533;The Walking Cats;22/08/2018;20;V
3536;The Walking Robots;08/08/2019;12;V
3540;The Walking Pretenders;28/07/2020;12;V
3547;The Walking Peaks;14/05/2016;12;V
3554;The Walking Minds;16/05/2017;12;V
3556;The Walking Bubbles;01/05/2018;15;V
3557;Game of Trees;14/05/2019;15;V
3560;Game of Flumes;20/05/2020;15;V
3570;Game of Goodies;14/04/2017;15;V
3576;Game of Cats;03/04/2018;11;V
3578;Game of Robots;03/04/2019;5;V
3583;Game of Minds;08/04/2020;7;V
3586;Game of Bubbles;14/01/2011;18;V
3586;A Tree Game;30/12/2011;67;V
3590;A Flume Game;22/12/2012;81;V
3590;A Dread Game;13/12/2013;12;V
3590;A Cat Game;10/12/2014;3;V
3592;A Robot Game;24/12/2015;7;V
3598;A Mind Game;12/12/2016;16;V
3598;A Bubble Game;06/12/2017;29;V
3604;The Call of the Trees;15/12/2018;31;V
3605;The Call of the Flumes;01/12/2019;23;V
3616;The Call of the Goodies;14/12/2018;4;V
3617;The Call of the Sinks;15/12/2019;548;V
3624;The Call of the Cats;05/12/2020;12;L
3632;The Call of the Robots;14/12/2015;135;L
3637;The Call of the Pretender;25/12/2016;231;L
3640;The Call of the Minds;26/12/2017;453;L
3642;The Call of the Bubbles;14/12/2018;87;L
3646;Fixing Trees;25/12/2019;2;L
3647;Fixing Flumes;07/01/2021;12;L
3650;Fixing Goodies;14/02/2017;12;L
3650;Fixing Cats;27/02/2018;43;L
3657;Fixing Robots;01/03/2019;32;L
3661;Fixing Pretenders;13/03/2020;21;L
3670;Fixing Bubbles;14/08/2017;29;L
3674;Nihon Trees;21/08/2018;56;L
3675;Nihon Flumes;16/08/2019;76;L
3680;Nihon Goodies;25/08/2020;96;L
3682;Nihon Sinks;14/03/2020;10;L
3695;Nihon Cats;14/06/2018;12;L
3698;Nihon Robots;22/06/2019;10;L
3705;Nihon Pretender;05/07/2020;10;L
3714;Nihon Peaks;14/02/2020;10;L
3721;Nihon Minds;14/02/2019;10;L
3725;Nihon Bubbles;14/02/2020;10;L
3734;East Trees;14/03/2016;24;L
3736;East Flumes;28/02/2017;24;L
3738;East Goodies;18/02/2018;24;L
3743;East Sinks;01/03/2019;24;L
3749;East Cats;28/02/2020;24;L
3754;East Robots;14/04/2018;24;L
3761;East Pretender;16/04/2019;24;L
3764;East Peaks;12/04/2020;24;L
3773;East Minds;14/11/2012;24;L
3775;East Bubbles;25/11/2013;24;L
3775;Fear of Trees;10/11/2014;25;L
3778;Fear of Flumes;12/11/2015;12;L
3783;Fear of Goodies;23/11/2016;12;L
3785;Fear of Sinks;28/11/2017;12;L
3791;Fear of Cats;12/12/2018;12;L
3793;Fear of Robots;25/12/2019;25;L
3793;Fear of Peaks;10/12/2020;25;L
3801;Fear of Bubbles;14/09/2012;25;L
3803;Those are Trees;09/09/2013;25;L
3804;Those are Flumes;13/09/2014;25;L
3811;Those are Goodies;17/09/2015;30;L
3815;Those are Sinks;27/09/2016;100;L
3816;Those are Cats;22/09/2017;100;L
3823;Those are Robots;17/09/2018;100;L
3824;Those are Bubbles;21/09/2019;30;V
3830;Los Angeles Trees;11/09/2020;30;V
3840;Los Angeles Flumes;14/05/2019;30;V
3845;Los Angeles Goodies;11/05/2020;30;V
3851;Los Angeles Sinks;14/05/2020;30;V
3857;Los Angeles Cats;14/04/2019;30;V
3863;Los Angeles Robots;19/04/2020;15;V
